ID,DESC_CLASIFICACION,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,ESTADO,COORD_GIS_X,COORD_GIS_Y,SISTEMA_COORD,LATITUD,LAT1,LONGITUD,LONG1,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,DIRECCION_AUX,NDP,FECHA_INSTALACION,CODIGO_INTERNO,CONTRATO_COD,UBICACION,USO,MODELO
529804,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,434364.66,4477965.52,ETRS89,4.044.975.791,40.450,-377.402.491,-3.774,CALLE,SEIS DE DICIEMBRE,41,28023,CALLE DEL BOTIJO 3,31005369,,FUE_09_0040,FUE22,ZV,PERSONAS,MU-37A
529805,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,434367.84,4478070.6,ETRS89,4.045.070.475,40.451,-377.399.827,-3.774,CALLE,ROSA LUXEMBURGO,30,28023,C/ DEL TOMILLO 1,31005296,,FUE_09_0041,FUE22,ZV,PERSONAS,MU-37A
529806,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,434496.43,4478001.68,ETRS89,4.045.009.404,40.450,-377.247.483,-3.772,CALLE,SEIS DE DICIEMBRE,20,28023,C/BARDEGUERAL 12,31005385,,FUE_09_0042,FUE22,ZV,PERSONAS,MU-37A
529807,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,435076.74,4477970.77,ETRS89,4.044.986.112,40.450,-376.562.874,-3.766,CALLE,AZAFRAN,16,28023,CALLE AZAFRAN 16,11058094,,FUE_09_0039,FUE22,ZV,PERSONAS,MU-37A
529808,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,434051.64,4478106.7,ETRS89,4.045.100.492,40.451,-377.773.063,-3.778,CALLE,ROSA LUXEMBURGO,49,28023,C/ROSA DE LUXEMBURO 55,31005337,,FUE_09_0045,FUE22,ZV,PERSONAS,MU-37A
529811,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,433963.93,4478210.89,ETRS89,4.045.193.653,40.452,-377.877.574,-3.779,CALLE,FLUORITA,15,28023,C/ DE LOS MINERALES 10,11058156,,FUE_09_0046,FUE22,ZV,PERSONAS,MU-37A
529814,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,435557.45,4478274.21,ETRS89,4.045.263.201,40.453,-375.999.108,-3.760,CAMINO,CERRO DEL AGUILA,4,28023,PINAR CERRO DEL ÁGUILA,20046164,,FUE_09_0049,FUE22,ZV,PERSONAS,MU-37A
529815,Fuentes de beber,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,OPERATIVO,438.858.664,4479452.44,ETRS89,4.046.349.533,40.463,-372.117.532,-3.721,CALLE,ISLA DE OZA,82,28035,CALLE ISLA DE OZA CV CALLE ISLA DE ALEGRANZA,20017170,,FUE_09_0051,FUE22,ZV,PERSONAS,MU-37A
529783,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,433.840.506,4.479.316.893,ETRS89,4.046.188.987,40.462,-378.034.644,-3.780,PASEO,ERMITA,28,28023,CALLE ARDALES Nº 26,20120320,,FUE_09_0017,FUE22,ZV,PERSONAS,MU-37A
529785,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,433.594.277,4478753.65,ETRS89,4.045.679.640,40.457,-378.319.151,-3.783,CALLE,CAROLI,24,28023,CALLE CAROLI Nº 22,11056919,,FUE_09_0019,FUE22,ZV,PERSONAS,MU-37A
529786,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,433.766.011,4.479.334.704,ETRS89,4.046.204.438,40.462,-378.122.689,-3.781,CALLE,ARDALES,22,28023,CALLE ARDALES Nº 26,20146812,,FUE_09_0018,FUE22,ZV,PERSONAS,MU-37A
529788,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,434658.89,4478160.31,ETRS89,4.045.153.581,40.452,-377.057.545,-3.771,CALLE,ENEBRO,21,28023,FRENTE CALLE DEL ENEBRO,11058366,,FUE_09_0022,FUE22,ZV,PERSONAS,MU-37A
529790,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,434686.22,4478220.99,ETRS89,4.045.208.458,40.452,-377.025.941,-3.770,CALLE,ARROYO DE POZUELO,13,28023,"FRENTE CALLE DEL ENEBRO, JUNTO A ZONAS DEPORTIVAS",31005572,,FUE_09_0024,FUE22,ZV,PERSONAS,MU-37A
529792,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,434197.82,4478382.06,ETRS89,4.045.349.702,40.453,-377.603.541,-3.776,CALLE,VIRGEN DE LOS ROSALES,44,28023,CERCANA A LAS PISTAS DE PETANCA,20125597,,FUE_09_0026,FUE22,ZV,PERSONAS_Y_MASCOTAS,MIXTA ESTELA
529793,Fuentes de beber,91,CASA DE CAMPO,9,MONCLOA - ARAVACA,OPERATIVO,437933.38,4475942.02,ETRS89,4.043.180.358,40.432,-373.174.535,-3.732,AVENIDA,VALLADOLID,67,28008,AVENIDA VALLADOLID FRENTE A C/ LOECHES,11052029,,FUE_09_0027,FUE22,ZV,PERSONAS,MU-37A
529795,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,433678.16,4478130.67,ETRS89,4.045.119.113,40.451,-378.213.721,-3.782,CALLE,ROSAS DE ARAVACA,2,28023,CALLE ROSAS DE ARAVACA CV CALLE CARRETERA DE HUMERA,20095788,,FUE_09_0032,FUE22,ZV,PERSONAS,MU-37A
529796,Fuentes de beber,91,CASA DE CAMPO,9,MONCLOA - ARAVACA,OPERATIVO,437868.30,4476042.57,ETRS89,4.043.270.451,40.433,-373.252.239,-3.733,CALLE,SENDA DEL REY,15,28008,"AVENIDA DE VALLADOLID N 81,",31021175,,FUE_09_0028,FUE22,ZV,PERSONAS,MU-37A
529803,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,433.009.271,4.478.033.494,ETRS89,4.045.026.211,40.450,-379.001.449,-3.790,CALLE,UNICORNIO,32,28023,CALLE UNICORNIO Nº 36,20130698,,FUE_09_0037,FUE22,ZV,PERSONAS,MU-37A
529809,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,434368.87,4478013.09,ETRS89,4.045.018.676,40.450,-377.398.018,-3.774,CALLE,SEIS DE DICIEMBRE,28,28023,C/ROSA DE LUXEMBURO 31,31005389,,FUE_09_0043,FUE22,ZV,PERSONAS,MU-37A
529818,Fuentes de beber,94,VALDEZARZA,9,MONCLOA - ARAVACA,OPERATIVO,439092.11,4479794.54,ETRS89,4.046.659.424,40.467,-371.845.482,-3.718,CALLE,VALDERREY,52,28039,CALLE VALDESANGIL 2,31045356,,FUE_09_0057,FUE22,ZV,PERSONAS,MU-37A
529820,Fuentes de beber,94,VALDEZARZA,9,MONCLOA - ARAVACA,OPERATIVO,439110.85,4.479.778.906,ETRS89,4.046.645.478,40.466,-371.823.228,-3.718,CALLE,VALDERREY,52,28039,CALLE VALDESANGIL 2,31045356,,FUE_09_0059,FUE22,ZV,PERSONAS,MU-37A
529824,Fuentes de beber,94,VALDEZARZA,9,MONCLOA - ARAVACA,OPERATIVO,439.285.854,4.479.814.484,ETRS89,4.046.678.809,40.467,-371.617.154,-3.716,CALLE,VALDEVERDEJA,13,28039,CIUDAD DE LOS POETAS,20176185,,FUE_09_0061,FUE22,ZV,PERSONAS,MU-37A
529826,Fuentes de beber,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,OPERATIVO,439.274.693,4.478.277.695,ETRS89,4.045.294.329,40.453,-371.615.615,-3.716,CALLE,ARQUITECTO SANCHEZ ARCAS,3,28040,"CALLE DEL ARQUITECTO SANCHEZ ARCAS, 50",20098510,,FUE_09_0065,FUE22,ZV,PERSONAS,MU-37A
529827,Fuentes de beber,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,OPERATIVO,439.344.411,4.478.357.135,ETRS89,4.045.366.401,40.454,-371.534.159,-3.715,CALLE,ARQUITECTO SANCHEZ ARCAS,7 B,28040,"CALLE DEL ARQUITECTO SANCHEZ ARCAS, 35",11053073,,FUE_09_0066,FUE22,ZV,PERSONAS,MU-37A
529828,Fuentes de beber,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,OPERATIVO,439.450.335,4.477.831.921,ETRS89,4.044.894.040,40.449,-371.404.239,-3.714,CALLE,ALMANSA,99,28040,,20077691,,FUE_09_0067,FUE22,ZV,PERSONAS,MU-37A
529829,Fuentes de beber,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,OPERATIVO,439.426.505,4.478.340.334,ETRS89,4.045.351.865,40.454,-371.437.189,-3.714,AVENIDA,DOCTOR FEDERICO RUBIO Y GALI,63,28040,AVENIDA DE LAS MORERAS 20,31041696,,FUE_09_0068,FUE22,ZV,PERSONAS,MU-37A
529830,Fuentes de beber,96,EL PLANTIO,9,MONCLOA - ARAVACA,OPERATIVO,430026.77,4480446.25,ETRS89,4.047.175.086,40.472,-382.544.942,-3.825,CALLE,RAFAEL VILLA,74,28023,"C/RAFAEL VILLA Nº 43, JUNTO A PISTA DEPORTIVA Y ZONA INFANTIL",31044381,,FUE_09_0073,FUE22,ZV,PERSONAS,MU-37A
529832,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,435090.39,4478797.45,ETRS89,4.045.730.916,40.457,-376.555.229,-3.766,CALLE,SIGÜENZA,28,28023,PARQUE LA RINCONADA,31020314,,FUE_09_0075,FUE22,ZV,PERSONAS,MU-37A
529833,Fuentes de beber,95,VALDEMARIN,9,MONCLOA - ARAVACA,OPERATIVO,433194.92,4479838.69,ETRS89,4.046.653.868,40.467,-378.801.534,-3.788,CAMINO,ZARZUELA,29,28023,CAMINO DE LA ZARZUELA Nº 28,31049917,,FUE_09_0076,FUE22,ZV,PERSONAS,MU-37A
529810,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,434102.92,4478154.05,ETRS89,4.045.143.553,40.451,-377.713.085,-3.777,CALLE,ROSA LUXEMBURGO,56,28023,JUNTO ZONA INFANTIL,31005309,,FUE_09_0044,FUE22,ZV,PERSONAS,MU-37A
529812,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,434758.98,4477909.03,ETRS89,4.044.928.007,40.449,-376.936.936,-3.769,CALLE,BUHO,10,28023,CALLE ABEJARUCO 16,20143064,,FUE_09_0047,FUE22,ZV,PERSONAS,MU-37A
529813,Fuentes de beber,94,VALDEZARZA,9,MONCLOA - ARAVACA,OPERATIVO,439094.09,4.479.654.735,ETRS89,4.046.533.497,40.465,-371.841.805,-3.718,CALLE,ARTAJONA,45,28039,PARQUE BLAS DE OTERO,11054812,,FUE_09_0048,FUE22,ZV,PERSONAS,MU-37A
529816,Fuentes de beber,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,NO_OPERATIVO,438.648.314,4.479.206.918,ETRS89,4.046.126.808,40.461,-372.363.252,-3.724,AVENIDA,MARTIRES MARISTAS,42,28035,CALLE ISLA DE ALEGRANZA CV AVDA  MARTIRES MARISTAS,31056223,,FUE_09_0052,FUE22,ZV,PERSONAS,MU-37A
529817,Fuentes de beber,94,VALDEZARZA,9,MONCLOA - ARAVACA,OPERATIVO,438894.06,4479518.32,ETRS89,4.046.409.141,40.464,-372.076.420,-3.721,CALLE,ISLA DE OZA,61,28035,,20017446,,FUE_09_0053,FUE22,ZV,PERSONAS,MU-37A
529819,Fuentes de beber,94,VALDEZARZA,9,MONCLOA - ARAVACA,OPERATIVO,438950.77,4.479.898.828,ETRS89,4.046.752.333,40.468,-372.013.194,-3.720,CALLE,VALDERREY,40,28035,,11054879,,FUE_09_0058,FUE22,ZV,PERSONAS,MU-37A
529821,Fuentes de beber,94,VALDEZARZA,9,MONCLOA - ARAVACA,OPERATIVO,439221.42,4479834.88,ETRS89,4.046.696.711,40.467,-371.693.349,-3.717,CALLE,VALDEVERDEJA,5,28039,CALLE VALDESANGIL 12,11054718,,FUE_09_0060,FUE22,ZV,PERSONAS,MU-37A
529823,Fuentes de beber,94,VALDEZARZA,9,MONCLOA - ARAVACA,OPERATIVO,438.909.031,4.480.215.971,ETRS89,4.047.037.720,40.470,-372.065.479,-3.721,CALLE,VALDERROMAN,34,28035,CALLE VALDERROMAN 25,11054327,,FUE_09_0063,FUE22,ZV,PERSONAS,MU-37A
529825,Fuentes de beber,83,PEÑAGRANDE,8,FUENCARRAL - EL PARDO,OPERATIVO,438.659.196,4.480.471.445,ETRS89,4.047.266.019,40.473,-372.362.643,-3.724,CALLE,JOAQUIN LORENZO,15,28035,PARQUE ARROYO DE LOS PINOS,31019389,,FUE_08_0067,FUE22,ZV,PERSONAS,MU-37A
529831,Fuentes de beber,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,NO_OPERATIVO,439.448.047,4.478.733.346,ETRS89,4.045.706.062,40.457,-371.415.533,-3.714,AVENIDA,DOCTOR FEDERICO RUBIO Y GALI,75,28040,,11053479,,FUE_09_0074,FUE22,ZV,PERSONAS,MU-37A
529842,Fuentes de beber,94,VALDEZARZA,9,MONCLOA - ARAVACA,OPERATIVO,439.618.028,4.479.324.177,ETRS89,4.046.239.543,40.462,-371.220.692,-3.712,AVENIDA,SANTO ANGEL DE LA GUARDA,8,28039,CALLE ALCALDE MARTIN ALZAGA 22,31042885,,FUE_09_0084,FUE22,ZV,PERSONAS,MU-37A
529843,Fuentes de beber,94,VALDEZARZA,9,MONCLOA - ARAVACA,OPERATIVO,439.266.722,4.479.598.243,ETRS89,4.046.483.871,40.465,-371.637.650,-3.716,CALLE,SAN RESTITUTO,72,28039,COL. VALDEZARZA,20087918,,FUE_09_0086,FUE22,ZV,PERSONAS,MU-37A
529844,Fuentes de beber,94,VALDEZARZA,9,MONCLOA - ARAVACA,OPERATIVO,439.628.669,4.479.581.978,ETRS89,4.046.471.857,40.465,-371.210.594,-3.712,CALLE,ARMENTEROS,40,28039,CALLE SAN RESTITUTO 26,11055330,,FUE_09_0085,FUE22,ZV,PERSONAS,MU-37A
529846,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,432810.81,4478253.87,ETRS89,4.045.223.129,40.452,-379.237.803,-3.792,CALLE,ESCULTOR PERESEJO,11,28023,AMPLIACIÓN PARQUE ARROYO POZUELO,20063667,,FUE_09_0088,FUE22,ZV,PERSONAS,MU-37A
529847,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,433156.0,4478378.8,ETRS89,4.045.338.452,40.453,-378.832.064,-3.788,CALLE,ESCULTOR PERESEJO,7,28023,CALLE ESCULTOR PERESEJO N º50,20063661,,FUE_09_0089,FUE22,ZV,PERSONAS,MU-37A
529848,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,432990.42,4478343.15,ETRS89,4.045.305.005,40.453,-379.026.946,-3.790,CALLE,ESCULTOR PERESEJO,74,28023,CALLE ESCULTOR PERESEJO N º80,20063793,,FUE_09_0087,FUE22,ZV,PERSONAS,MU-37A
529849,Fuentes de beber,91,CASA DE CAMPO,9,MONCLOA - ARAVACA,OPERATIVO,438494.17,4475050.16,ETRS89,4.042.381.099,40.424,-372.504.804,-3.725,CALLE,ANICETO MARINAS,52,28008,C/ANICETO MARINAS 36,11051481,,FUE_09_0094,FUE22,ZV,PERSONAS,MU-37A
529851,Fuentes de beber,91,CASA DE CAMPO,9,MONCLOA - ARAVACA,OPERATIVO,438.701.572,4.474.957.030,ETRS89,4.042.298.734,40.423,-372.259.433,-3.723,PASEO,FLORIDA,12,28008,CALLE MOZART 9,20106566,,FUE_09_0095,FUE22,ZV,PERSONAS,BARCINO
529853,Fuentes de beber,91,CASA DE CAMPO,9,MONCLOA - ARAVACA,OPERATIVO,437.510.565,4.473.796.541,ETRS89,4.041.244.459,40.412,-373.651.898,-3.737,CALLE,PRINCIPAL DE PROVINCIAS,21,28011,RECINTOS FERIALES,20173950,,FUE_09_0093,FUE22,ZV,PERSONAS,MODELO_BARNA
529855,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,432451.66,4479008.63,ETRS89,4.045.900.122,40.459,-379.669.349,-3.797,CALLE,CARRIL DE LOS CALEROS,50,28023,CALLE NAVACERRADA CV CALLE CARRIL DE LOS CALEROS,31034759,,FUE_09_0096,FUE22,ZV,PERSONAS,MU-37A
529860,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,433.847.444,4.478.860.111,ETRS89,4.045.777.561,40.458,-378.021.701,-3.780,CALLE,TEJADILLO,2,28023,CV CALLE TEJADILLO,11057737,,FUE_09_0099,FUE22,VP,PERSONAS,MU-37A
529834,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,435.006.774,4.478.572.850,ETRS89,4.045.527.936,40.455,-376.651.539,-3.767,RONDA,BUGANVILLA DEL REY,90,28023,cerca de zona deportiva,20091059,,FUE_09_0077,FUE22,ZV,PERSONAS,MU-37A
529837,Fuentes de beber,95,VALDEMARIN,9,MONCLOA - ARAVACA,OPERATIVO,433307.70,4479884.07,ETRS89,4.046.695.653,40.467,-378.668.990,-3.787,AVENIDA,VALDEMARIN,107,28023,CALLE DE LA SALLE Nº 25,20166355,,FUE_09_0078,FUE22,ZV,PERSONAS,MU-37A
529838,Fuentes de beber,96,EL PLANTIO,9,MONCLOA - ARAVACA,OPERATIVO,430633.68,4480058.18,ETRS89,4.046.830.597,40.468,-381.824.818,-3.818,CALLE,MARTIN PESCADOR,2,28023,PARQUE SEXTA AVENIDA,20079430,,FUE_09_0080,FUE22,ZV,PERSONAS,MU-37A
529839,Fuentes de beber,95,VALDEMARIN,9,MONCLOA - ARAVACA,OPERATIVO,433.220.414,4480307.48,ETRS89,4.047.076.369,40.471,-378.776.399,-3.788,CALLE,CABELLERA DE BERENICE,43,28023,"VALDEMARIN OESTE, CERCA DE ZONA INFANTIL",20181437,,FUE_09_0079,FUE22,ZV,PERSONAS,MU-37A
529841,Fuentes de beber,96,EL PLANTIO,9,MONCLOA - ARAVACA,OPERATIVO,429544.69,4480686.74,ETRS89,4.047.387.647,40.474,-383.116.249,-3.831,CALLE,FEDERICO AGUSTI,15,28023,C/FEDERICO AGUSTI 2,11056279,,FUE_09_0081,FUE22,ZV,PERSONAS,MU-37A
529862,Fuentes de beber,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,OPERATIVO,439.471.454,4.477.583.357,ETRS89,4.044.670.277,40.447,-371.376.967,-3.714,CALLE,JUAN MONTALVO,31,28040,CALLE BEATRIZ DE BOBADILLA Nº4,11053164,,FUE_09_0103,FUE22,VP,PERSONAS,PIEDRA VP
529864,Fuentes de beber,94,VALDEZARZA,9,MONCLOA - ARAVACA,NO_OPERATIVO,439323.03,4478918.50,ETRS89,4.045.871.944,40.459,-371.564.739,-3.716,CALLE,FRANCOS RODRIGUEZ,77,28039,,20147323,,FUE_09_0109,FUE22,VP,PERSONAS,MU-37A
529866,Fuentes de beber,95,VALDEMARIN,9,MONCLOA - ARAVACA,OPERATIVO,433279.26,4479714.43,ETRS89,4.046.542.609,40.465,-378.700.751,-3.787,CAMINO,ZARZUELA,25,28023,,31003974,,FUE_09_0111,FUE22,ZV,PERSONAS,MU-37A
529867,Fuentes de beber,95,VALDEMARIN,9,MONCLOA - ARAVACA,OPERATIVO,433.251.792,4.479.710.473,ETRS89,4.046.538.824,40.465,-378.733.106,-3.787,CAMINO,ZARZUELA,25,28023,,31003974,,FUE_09_0112,FUE22,ZV,PERSONAS,MU-37A
529868,Fuentes de beber,95,VALDEMARIN,9,MONCLOA - ARAVACA,OPERATIVO,433.208.815,4.479.722.894,ETRS89,4.046.549.668,40.465,-378.783.926,-3.788,CAMINO,ZARZUELA,29,28023,,31049891,,FUE_09_0113,FUE22,ZV,PERSONAS,MU-37A
529869,Fuentes de beber,34,IBIZA,3,RETIRO,OPERATIVO,442333.04,4474762.86,ETRS89,4.042.149.778,40.421,-367.977.142,-3.680,AVENIDA,MENENDEZ PELAYO,9,28009,C/V O´DONNELL,11012676,,FUE_03_0056,FUE22,VP,PERSONAS,MU-37A
529870,Fuentes de beber,107,AGUILAS,10,LATINA,OPERATIVO,434569.85,4469709.32,ETRS89,4.037.539.942,40.375,-377.075.627,-3.771,CALLE,SOLEDAD CAZORLA,22,28044,ANTES CALLE GENERAL SALIQUET Nº 23,20020648,,FUE_10_0003,FUE22,ZV,PERSONAS,MU-37A
529872,Fuentes de beber,104,ALUCHE,10,LATINA,OPERATIVO,434.934.330,4.472.117.610,ETRS89,4.039.712.277,40.397,-376.670.909,-3.767,CALLE,GRANJA DE TORREHERMOSA,1,28024,FRENTE BIBLIOTECA ANGEL GONZALEZ Y FAROLA 2,31037451,,FUE_10_0001,FUE22,ZV,PERSONAS,MU-37A
529873,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,433.593.377,4.478.806.425,ETRS89,4.045.727.173,40.457,-378.320.765,-3.783,CALLE,PEREZ DE VICTORIA,11,28023,JUNTO A LA PARROQUIA DE LA ASUNCION DE NUESTRA SEÑORA,31044430,,FUE_09_0116,FUE22,VP,PERSONAS,PIEDRA VP
529874,Fuentes de beber,101,LOS CARMENES,10,LATINA,NO_OPERATIVO,437.101.100,4.471.984.830,ETRS89,4.039.609.310,40.396,-374.116.564,-3.741,CALLE,ESCALONILLA,19,28047,"CALLE ESCALONILLA 19, JUNTO A ZONA INFANTIL",11059305,,FUE_10_0006,FUE22,ZV,PERSONAS,MU-37A
529876,Fuentes de beber,104,ALUCHE,10,LATINA,OPERATIVO,436369.05,4471674.35,ETRS89,4.039.324.056,40.393,-374.975.999,-3.750,CALLE,LOS YEBENES,143,28047,CALLE LOS YEBENES Nº 145,11064976,2023-02-02 00:00:00.0,FUE_10_0014,FUE22,ZV,PERSONAS,MU-37A
529850,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,433616.59,4478302.6,ETRS89,4.045.273.501,40.453,-378.288.121,-3.783,CALLE,HUMERA,40,28023,CALLE ARROPOZUELO CV CALLE CARRETERA DE HUMERA,31011019,,FUE_09_0090,FUE22,ZV,PERSONAS,MU-37A
529852,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,433907.74,4478303.61,ETRS89,4.045.276.731,40.453,-377.944.799,-3.779,GLORIETA,RIO ZANCARA,1,28023,ARROYOPOZUELO-HÚMERA,31020483,,FUE_09_0092,FUE22,ZV,PERSONAS,MU-37A
529856,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,433.916.645,4.479.042.611,ETRS89,4.045.942.513,40.459,-377.941.991,-3.779,AVENIDA,OSA MAYOR,32,28023,,31045945,,FUE_09_0097,FUE22,VP,PERSONAS,OTRO
529858,Fuentes de beber,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,433.316.651,4.479.179.620,ETRS89,4.046.061.140,40.461,-378.651.030,-3.787,CALLE,ANITA VINDEL,16,28023,,11057081,,FUE_09_0098,FUE22,VP,PERSONAS,MU-37A
529859,Fuentes de beber,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,OPERATIVO,438342.4,4479975.98,ETRS89,4.046.817.341,40.468,-372.731.518,-3.727,CALLE,SAN MARTIN DE PORRES,6,28035,CV CALLE MARIA BLANCO ACCESO CENTRO SALUD,31048255,,FUE_09_0101,FUE22,VP,PERSONAS,OTRO
529861,Fuentes de beber,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,OPERATIVO,439.208.605,4.478.416.547,ETRS89,4.045.418.930,40.454,-371.694.879,-3.717,CALLE,TIRVIA,5,28040,,31012985,,FUE_09_0102,FUE22,VP,PERSONAS,MU-37C
529863,Fuentes de beber,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,OPERATIVO,438.510.619,4.479.600.662,ETRS89,4.046.480.489,40.465,-372.529.464,-3.725,CALLE,ISLA DE OZA,25,28035,,31034263,,FUE_09_0104,FUE22,VP,PERSONAS,MU-37A
529865,Fuentes de beber,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,OPERATIVO,439076.01,4.478.997.952,ETRS89,4.045.941.710,40.459,-371.856.824,-3.719,CALLE,FRANCOS RODRIGUEZ,81,28039,,31035638,,FUE_09_0110,FUE22,VP,PERSONAS,MU-37C
529871,Fuentes de beber,101,LOS CARMENES,10,LATINA,OPERATIVO,438.199.500,4.473.022.990,ETRS89,4.040.552.755,40.406,-372.832.449,-3.728,AVENIDA,CAPRICHOS,3,28011,"ENTRE FAROLAS 47 Y 49, JUNTO ACERA",31062503,,FUE_10_0005,FUE22,ZV,PERSONAS,MU-37A
529875,Fuentes de beber,104,ALUCHE,10,LATINA,OPERATIVO,436.520.870,4.471.888.360,ETRS89,4.039.518.004,40.395,-374.799.258,-3.748,CALLE,DUQUESA DE PARCENT,54,28047,"FRENTE FAROLA 16, EN ROTONDA DEL PARQUE, JUNTO AREA INFANTIL",11063791,,FUE_10_0013,FUE22,ZV,PERSONAS,MU-37A
529880,Fuentes de beber,104,ALUCHE,10,LATINA,OPERATIVO,436600.30,4471738.57,ETRS89,4.039.383.672,40.394,-374.704.180,-3.747,CALLE,YEBENES,145,28047,CALLE LOS YEBENES Nº 145-DENTRO DEL PARQUE,11064977,,FUE_10_0015,FUE22,ZV,PERSONAS,MU-37A
529877,Fuentes de beber,101,LOS CARMENES,10,LATINA,OPERATIVO,437512.74,4472586.54,ETRS89,4.040.154.456,40.402,-373.637.454,-3.736,CALLE,CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN,5,28047,"DENTRO DEL PARQUE DE LA CUÑA VERDE, FRENTE C/ GOTARRENDURA",31012806,2023-07-07 00:00:00.0,FUE_10_0018,FUE22,ZV,PERSONAS,MU-37A
529878,Fuentes de beber,101,LOS CARMENES,10,LATINA,NO_OPERATIVO,437.289.240,4.472.481.050,ETRS89,4.040.057.745,40.401,-373.899.775,-3.739,CALLE,CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN,7,28047,PROXIMO A BARCO PIRATA DEL PARQUE CUÑA VERDE LATINA,31012807,2022-07-14 00:00:00.0,FUE_10_0017,FUE22,ZV,PERSONAS,MU-37A
529879,Fuentes de beber,101,LOS CARMENES,10,LATINA,NO_OPERATIVO,436.859.751,4.472.383.286,ETRS89,4.039.966.430,40.400,-374.404.885,-3.744,CALLE,ALHAMBRA,56,28047,DENTRO DEL PARQUE DE LA CUÑA VERDE,11063652,,FUE_10_0016,FUE22,ZV,PERSONAS,MU-37A
529881,Fuentes de beber,103,LUCERO,10,LATINA,OPERATIVO,435.657.590,4.472.539.300,ETRS89,4.040.097.771,40.401,-375.822.980,-3.758,CALLE,SANCHORREJA,25,28011,"EN GLORIETA CENTRAL PARQUE CUÑA VERDE, JUNTO FLORISTERIA",31008619,,FUE_10_0022,FUE22,ZV,PERSONAS,MU-37A
529885,Fuentes de beber,103,LUCERO,10,LATINA,OPERATIVO,435.640.130,4.472.577.730,ETRS89,4.040.132.256,40.401,-375.843.942,-3.758,CALLE,SANCHORREJA,17,28011,"EN PARQUE CUÑA VERDE LATINA, PROXIMO A AREAS INFANTILES",31008615,,FUE_10_0023,FUE22,ZV,PERSONAS,MU-37A
